,verse,text,category,pericope
391,Matthew 16:5-6,"The disciples came to the other side and had forgotten to take bread.
Jesus said to them,
“Take heed and beware of the yeast of the Pharisees and Sadducees.”
",last-journey-to-jerusalem,The Leaven of the Pharisees
392,Mark 8:14-15,"They forgot to take bread; and they didn’t have more than one loaf in the boat with them.
He warned them, saying,
“Take heed: beware of the yeast of the Pharisees and the yeast of Herod.”
",last-journey-to-jerusalem,The Leaven of the Pharisees
393,Matthew 12:31-32,"
Therefore I tell you, every sin and blasphemy will be forgiven men, but the blasphemy against the Spirit will not be forgiven men.


Whoever speaks a word against the Son of Man, it will be forgiven him; but whoever speaks against the Holy Spirit, it will not be forgiven him, neither in this age, nor in that which is to come.
",last-journey-to-jerusalem,The Sin against the Holy Spirit
394,Matthew 10:19-20,"
But when they deliver you up, don’t be anxious how or what you will say, for it will be given you in that hour what you will say.


For it is not you who speak, but the Spirit of your Father who speaks in you.
",last-journey-to-jerusalem,The Assistance of the Holy Spirit
395,Mark 13:11,"
When they lead you away and deliver you up, don’t be anxious beforehand, or premeditate what you will say, but say whatever will be given you in that hour. For it is not you who speak, but the Holy Spirit.
",last-journey-to-jerusalem,The Assistance of the Holy Spirit
396,Luke 21:14-15,"
Settle it therefore in your hearts not to meditate beforehand how to answer,


for I will give you a mouth and wisdom which all your adversaries will not be able to withstand or to contradict.

",last-journey-to-jerusalem,The Assistance of the Holy Spirit
397,Luke 12:13-15,"One of the multitude said to him, “Teacher, tell my brother to divide the inheritance with me.”
But he said to him,
“Man, who made me a judge or an arbitrator over you?”
He said to them,
“Beware! Keep yourselves from covetousness, for a man’s life doesn’t consist of the abundance of the things which he possesses.”
",last-journey-to-jerusalem,Warning against Greed for Wealth
398,Luke 12:16-21,"He spoke a parable to them, saying,
“The ground of a certain rich man produced abundantly.


He reasoned within himself, saying, ‘What will I do, because I don’t have room to store my crops?’


He said, ‘This is what I will do. I will pull down my barns, and build bigger ones, and there I will store all my grain and my goods.


I will tell my soul, “Soul, you have many goods laid up for many years. Take your ease, eat, drink, be merry.”’

“But God said to him, ‘You foolish one, tonight your soul is required of you. The things which you have prepared—whose will they be?’


So is he who lays up treasure for himself, and is not rich toward God.”
",last-journey-to-jerusalem,The Parable of the Rich Fool
399,Matthew 24:42-51,"
Watch therefore, for you don’t know in what hour your Lord comes.


But know this, that if the master of the house had known in what watch of the night the thief was coming, he would have watched, and would not have allowed his house to be broken into.


Therefore also be ready, for in an hour that you don’t expect, the Son of Man will come.

“Who then is the faithful and wise servant, whom his lord has set over his household, to give them their food in due season?


Blessed is that servant whom his lord finds doing so when he comes.


Most certainly I tell you that he will set him over all that he has.


But if that evil servant should say in his heart, ‘My lord is delaying his coming,’


and begins to beat his fellow servants, and eat and drink with the drunkards,


the lord of that servant will come in a day when he doesn’t expect it, and in an hour when he doesn’t know it,


and will cut him in pieces, and appoint his portion with the hypocrites. That is where the weeping and grinding of teeth will be.

",last-journey-to-jerusalem,Watchfulness and Faithfulness
400,Luke 12:35-48,"
“Let your waist be dressed and your lamps burning.


Be like men watching for their lord, when he returns from the marriage feast; that, when he comes and knocks, they may immediately open to him.


Blessed are those servants, whom the lord will find watching when he comes. Most certainly I tell you, that he will dress himself, and make them recline, and will come and serve them.


They will be blessed if he comes in the second or third watch, and finds them so.


But know this, that if the master of the house had known in what hour the thief was coming, he would have watched, and not allowed his house to be broken into.


Therefore be ready also, for the Son of Man is coming in an hour that you don’t expect him.”
Peter said to him, “Lord, are you telling this parable to us, or to everybody?”
The Lord said,
“Who then is the faithful and wise steward, whom his lord will set over his household, to give them their portion of food at the right times?


Blessed is that servant whom his lord will find doing so when he comes.


Truly I tell you, that he will set him over all that he has.


But if that servant says in his heart, ‘My lord delays his coming,’ and begins to beat the menservants and the maidservants, and to eat and drink, and to be drunken,


then the lord of that servant will come in a day when he isn’t expecting him, and in an hour that he doesn’t know, and will cut him in two, and place his portion with the unfaithful.


That servant, who knew his lord’s will, and didn’t prepare, nor do what he wanted, will be beaten with many stripes,


but he who didn’t know, and did things worthy of stripes, will be beaten with few stripes. To whomever much is given, of him will much be required; and to whom much was entrusted, of him more will be asked.

",last-journey-to-jerusalem,Watchfulness and Faithfulness
